odid	display_name	release_date	release_pattern	distributor	movie_url	production_year	running_time	sequel	opening_weekend_revenue	opening_weekend_theaters	maximum_theaters	theatrical_engagements	domestic_dvd_units	domestic_dvd_spending	domestic_bluray_units	domestic_bluray_spending	creative_type	source	production_method	genre	production_budget	domestic_box_office	international_box_office	inflation_adjusted_domestic_box_	franchise	video_rental_spending	rating	reason	production_company1	production_company2	production_company3	imdbid	movieId	imdb_moviemeter	imdb_rating	imdb_votes
115330100	Hot Tub Time Machine	2010-03-26	Wide	MGM	Hot-Tub-Time-Machine	2009		0	14020502	2754	2771	15448	1479304	25681381	306309	7111295	Science Fiction	Original Screenplay	Live Action	Comedy	36000000	50269859	15697891	53710379	Hot Tub Time Machine	29064524	R	for strong crude and sexual content, nudity, drug use and pervasive language				1231587	76077		6.5	118203
115430100	Pompeii	2014-02-21	Wide	Sony Pictures	Pompeii	2012	102	0	10340823	2658	2658	8235	239403	3954773	167476	3330991	Historical Fiction	Original Screenplay	Live Action	Drama	80000000	23169033	85300000	23906350		17003704	PG-13	for intense battle sequences, disaster-related action and brief sexual content.	Constantin Film International	Impact Pictures		2371423				
115470100	The Box	2009-11-06	Wide	Warner Bros.	Box-The	2009	115	0	7571417	2635	2635	6888	382839	5713477	46783	700954	Fantasy	Based on Fiction Book/Short Story	Live Action	Thriller/Suspense	25000000	15051977	11289919	16918074		12810269	PG-13	for thematic elements, some violence and disturbing images	Radar Pictures	Media Rights Capital		362478	72380		5.6	68593
115660100	A Thousand Words	2012-03-09	Wide	Paramount Pictures	Thousand-Words-A	2011	91	0	6176280	1890	1895	8187	296059	4347898	28758	499818	Contemporary Fiction	Original Screenplay	Live Action	Comedy	40000000	18450127	2340359	19539518		20292563	PG-13	for sexual situations including dialogue, language and some drug-related humor.	DreamWorks Pictures	Work After Midnight	Saturn Films	763831	95067		5.9	25990
115700100	Alice in Wonderland	2010-03-05	Wide	Walt Disney	Alice-in-Wonderland-(2010)	2010	108	0	116101023	3728	3739	27013	5314321	83594084	1215691	32061580	Fantasy	Based on Fiction Book/Short Story	Animation/Live Action	Adventure	200000000	334191110	691300000	357063499	Alice in Wonderland	30485856	PG	for fantasy action/violence involving scary images and situations, and for a smoking caterpillar	Walt Disney Pictures	Roth Films	Zancuk Company	1014759	74789		6.5	251488
115710100	The Tooth Fairy	2010-01-22	Wide	20th Century Fox	Tooth-Fairy	2010	101	0	14010409	3344	3345	22252	1319788	22311926	102071	2478769	Fantasy	Original Screenplay	Live Action	Comedy	48000000	60022256	52588130	64130247		24179977	PG	For mild language, some rude humor and sports action	20th Century Fox	Walden Media	Mayhem Pictures	808510	74698		5	24564
116050100	Whip It	2009-10-02	Wide	Fox Searchlight	Whip-It	2009		0	4650812	1721	1738	6033	499234	8157376	65433	1174767	Contemporary Fiction	Based on Fiction Book/Short Story	Live Action	Comedy	15000000	13043363	5812788	14698759		25829880	PG-13	For sexual content including crude dialogue, language and drug material				1172233	71518		6.9	49357
116100100	Scanners	2008-12-31	Wide	MGM	Scanners-(2008)	2008		0	0	0	0	0					Fantasy	Remake	Live Action	Horror	0	0	0									81455	5853			
116120100	Invictus	2009-12-11	Wide	Warner Bros.	Invictus	2009	135	0	8611147	2125	2170	12088	1081583	14610496	115966	2714082	Dramatization	Based on Factual Book/Article	Live Action	Drama	60000000	37491364	87022647	74436479		20200965	PG-13	For brief strong language	Liberty Pictures Inc.			1057500	72733		7.4	105806
116220100	Disney's A Christmas Carol	2009-11-06	Wide	Walt Disney	Disneys-A-Christmas-Carol	2009	95	0	30051075	3683	3683	23686	2814475	42568247	798011	21688440	Fantasy	Remake	Digital Animation	Drama	190000000	137855863	177853834	154927105		18120972	PG	for scary sequences and images	Walt Disney Pictures	ImageMovers		1067106	72294		6.8	57015
116240100	Edge of Darkness	2010-01-29	Wide	Warner Bros.	Edge-of-Darkness	2010		0	17214384	3066	3066	13134	872427	14117341	172047	4092918	Contemporary Fiction	Based on TV	Live Action	Drama	60000000	43313890	39498566	46278340		30713470	R	For strong bloody violence and language				1226273	74156		6.6	67019
116560100	Ninja Assassin	2009-11-25	Wide	Warner Bros.	Ninja-Assassin	2009	99	0	13316158	2503	2503	9298	989031	16454590	223677	5548430	Contemporary Fiction	Original Screenplay	Live Action	Action	50000000	38122883	24087009	42815119		9983694	R	for strong bloody stylized violence throughout, and language	Warner Bros.	Legendary Pictures	Dark Castle Entertainment	1186367	72489		6.4	52566
116630100	How to Train Your Dragon	2010-03-26	Wide	Paramount Pictures	How-to-Train-Your-Dragon	2010	91	0	43732319	4055	4060	33192	9602325	141561419	1700988	52011799	Fantasy	Based on Fiction Book/Short Story	Digital Animation	Adventure	165000000	217581231	277289760	232472719	How to Train Your Dragon	44003715	PG	for sequences of intense action and some scary images, and brief mild language	DreamWorks Animation			892769	76093		8.2	350536
116790100	It's Complicated	2009-12-25	Wide	Universal	Its-Complicated	2009	118	0	22100820	2887	2955	20129	3061266	40445790	257380	5909586	Contemporary Fiction	Original Screenplay	Live Action	Romantic Comedy	85000000	112735375	111879369	123739022		36123879	R	For some drug content and sexuality	Universal Pictures	Relativity Media	Waverly Films	1230414	73015		6.6	61121
117300100	Le renard et l'enfant	2008-12-31	Wide	Picturehouse	Renard-et-l-enfant-Le	2008		0	0	0	0	0					Contemporary Fiction	Original Screenplay	Live Action	Drama	0	0	19317689									756648	121148	10310	6.7	957
117420100	Steppin: The Movie	2008-12-31	Wide	Weinstein Co.	Steppin-The-Movie	2008		0	0	0	0	0					Contemporary Fiction	Original Screenplay	Live Action	Comedy	1000000	0	0									826751				
117590100	Robin Hood	2010-05-14	Wide	Universal	Robin-Hood-(2010)	2010	139	0	36063385	3503	3505	17780	2187000	47491423	788018	16371054	Historical Fiction	Based on Folk Tale/Legend/Fairytale	Live Action	Action	210000000	105269730	216971858	112706799		61004758	PG-13	for violence including intense sequences of warfare, and some sexual content	United Artists	Fairbanks		955308	77866		6.7	183134
117920100	The Road	2009-11-25	Wide	Weinstein Co.	Road-The	2009		0	1502231	111	396	2177	509394	8982516	100965	1728851	Science Fiction	Based on Fiction Book/Short Story	Live Action	Drama	25000000	8114270	21092462	9050650		20318305	R	For some violence, disturbing images and language				898367	63072		7.3	150903
117940100	Iron Man 2	2010-05-07	Wide	Paramount Pictures	Iron-Man-2	2010	125	1	128122480	4380	4390	27079	6841246	122727783	2486904	54861972	Super Hero	Based on Comic/Graphic Novel	Live Action	Adventure	170000000	312433331	311128000	333816603	Iron Man	45311111	PG-13	for sequences of intense sci-fi action and violence, and some language	Paramount Pictures	Marvel Studios	Marvel Studios	1228705	77561		7.1	391781
117960100	The Avengers	2012-05-04	Wide	Walt Disney	Avengers-The-(2011)	2012	143	0	207438708	4349	4349	37645	6273918	112366638	5217343	119377044	Super Hero	Based on Comic/Graphic Novel	Animation/Live Action	Adventure	225000000	623279547	896200000	660081224	Marvel Cinematic Universe	39369148	PG-13	for intense sequences of sci-fi violence and action throughout, and a mild drug reference.	Marvel Studios	Paramount Pictures		848228	89745		8.2	740682
118170100	Town Creek	2008-12-31	Wide	Lionsgate	Town-Creek	2008		0	0	0	0	0					Fantasy	Original Screenplay	Live Action	Horror	0	0	0									450336	71341		5.4	8468
118220100	The Cabin in the Woods	2012-04-13	Wide	Lionsgate	Cabin-in-the-Woods	2010	95	0	14743614	2811	3572	12511	598928	7897987	260826	5222381	Fantasy	Original Screenplay	Live Action	Thriller/Suspense	30000000	42073277	28694867	44557498		32009006	R	for strong bloody horror violence and gore, language, drug use and some sexuality/nudity	Lionsgate	Mutant Enemy		1259521	93840		7.1	223807
118260100	Gnomeo and Juliet	2011-02-11	Wide	Walt Disney	Gnomeo-and-Juliet	2010	84	0	25356909	2994	3037	20602	1715460	25373098	330369	8395881	Fantasy	Based on Play	Digital Animation	Comedy	36000000	99967670	93770307	106270797	Gnomeo and Juliet	25875684	G		Touchstone Pictures	Rocket Pictures	Focus Features	377981	84637		6	36831
118330100	Life of Pi	2012-11-21	Wide	20th Century Fox	Life-of-Pi	2011	125	0	22451514	2927	2946	25190	1555805	23270446	1131648	24436738	Fantasy	Based on Fiction Book/Short Story	Live Action	Drama	120000000	124987022	483000000	131615137		47864105	PG	for emotional thematic content throughout, and some scary action sequences and peril.	Fox 2000 Pictures	Dune Entertainment	Ingenious Media	454876	97938		8	338211
118350100	Legend of the Guardians: The Owls of Ga'Hoole	2010-09-24	Wide	Warner Bros.	Legend-of-the-Guardians-The-Owls-of-GaHoole	2010	90	0	16112211	3575	3575	19643	1257136	14843530	370559	7268960	Kids Fiction	Based on Fiction Book/Short Story	Digital Animation	Adventure	100000000	55675313	84041404	59485115		6156422	PG	for some sequences of scary action.	Animal Logic	Village Roadshow Productions		1219342	80615		7	57191
118940100	Cowboys and Aliens	2011-07-29	Wide	Universal	Cowboys-and-Aliens	2011	118	0	36431290	3750	3754	18527	1792139	27484450	1088728	23825791	Science Fiction	Based on Comic/Graphic Novel	Live Action	Action	163000000	100240551	75669764	106696967		22256156	PG-13	for intense sequences of western and sci-fi action and violence, some partial nudity and a brief crude reference	DreamWorks Pictures	Reliance BIG Entertainment	Imagine Entertainment	409847	83613		6.1	148274
119340100	Harry Potter and the Deathly Hallows: Part I	2010-11-19	Wide	Warner Bros.	Harry-Potter-and-the-Deathly-Hallows-Part-I	2010	146	1	125017372	4125	4125	27887	8178219	95049240	3024711	58749353	Fantasy	Based on Fiction Book/Short Story	Animation/Live Action	Adventure	125000000	295983305	664300000	316173624	Harry Potter	32970976	PG-13	for some sequences of intense action violence, frightening images and brief sensuality.	Heyday Films	Warner Bros.		926084	81834		7.7	261652
119680100	Piranha 3D	2010-08-20	Wide	Weinstein/Dimension	Piranha-3D	2010	88	0	10106872	2470	2491	8117	377778	6057986	136204	3658230	Science Fiction	Remake	Live Action	Horror	24000000	25003155	58657005	26714392		6850392	R	for sequences of strong bloody horror violence and gore, graphic nudity, sexual content, language and some drug use.	IPW	Aja/Levasseur Productions		464154	79879		5.6	65291
119910100	Rockaway	2007-07-07	Wide	Off-Hollywood Distribution	Rockaway	2007		0	0	0	0	0					Contemporary Fiction	Original Screenplay	Live Action	Drama	2000000	0	0				R	for pervasive strong bloody violence and language, some drug use and sexuality				796355	74671	16891	4.2	232
119960100	RoboCop	2014-02-12	Wide	Sony Pictures	RoboCop-(2013)	2013	116	0	21681430	3372	3372	13721	446037	6792039	448772	8615483	Science Fiction	Remake	Live Action	Action	120000000	58607007	184374792	60472099		978185	PG-13	for intense sequences of action including frenetic gun violence throughout, brief strong language, sensuality and some drug material.	Strike Entertainment			1234721	108945			
120110100	The Fifth Commandment	2009-03-31	Wide	Freestyle Releasing	Fifth-Commandment-The	2009		0	0	0	0	0					Contemporary Fiction	Original Screenplay	Live Action	Action	0	0	0				R	for strong violence and brief language.				492881	61553	10350	4.4	601
120120100	Toy Story 3	2010-06-18	Wide	Walt Disney	Toy-Story-3	2010	102	1	110307189	4028	4028	33699	12324608	190015867	2309405	57091226	Kids Fiction	Original Screenplay	Digital Animation	Adventure	200000000	415004880	654813349	443408255	Toy Story	45341657	G		Walt Disney Pictures	Disney-Pixar		435761	78499		8.4	407099
120330100	Youth in Revolt	2010-01-08	Wide	Weinstein/Dimension	Youth-in-Revolt	2010		0	6888334	1873	1873	5055	352016	5941619	34504	658495	Contemporary Fiction	Based on Fiction Book/Short Story	Live Action	Comedy	18000000	15285588	4400000	16331742			R	For sexual content, language and drug use				403702	73266		6.5	58063
120400100	Case 39	2010-10-01	Wide	Paramount Vantage	Case-39	2010	109	0	5350570	2211	2212	7219	269414	4824578	29736	594315	Fantasy	Original Screenplay	Live Action	Horror	27000000	13261851	15511976	14169506		18728115	R	for violence and terror including disturbing images	Misher Films			795351	76030		6.2	50560
120660100	Cats & Dogs: The Revenge of Kitty Galore	2010-07-30	Wide	Warner Bros.	Cats-and-Dogs-2	2010	82	1	12279363	3705	3705	14432	707844	11528803	59208	1838188	Kids Fiction	Original Screenplay	Live Action	Comedy	85000000	45539292	69440630	46568812	Cats and Dogs	9407651	PG	for animal action and humor	CD2 Pictures			2227830	107780			
120740100	Planet 51	2009-11-20	Wide	Sony Pictures	Planet-51	2009		0	12286129	3035	3035	15504	1013093	17229957	103184	1916465	Science Fiction	Original Screenplay	Digital Animation	Adventure	60000000	42194060	66802053	47280355		13659773	PG	For mild sci-fi action and some suggestive humor				762125	72701		6.1	36139
120990100	Spring Breakdown	2008-12-31	Wide	Warner Bros.	Spring-Breakdown	2008		0	0	0	0	0					Contemporary Fiction	Original Screenplay	Live Action	Comedy	0	0	0									814331	86405		4.9	3501
121300100	Green Zone	2010-03-12	Wide	Universal	Green-Zone	2010	114	0	14309295	3003	3004	11106	1032805	17581801	212582	4952823	Historical Fiction	Based on Factual Book/Article	Live Action	Drama	100000000	35053660	62025683	37926814		34106993	R	for violence and language	Universal Pictures	Working Title Films		947810	74795		6.9	97217
121310100	The Chronicles of Narnia: The Voyage of the Dawn Treader	2010-12-10	Wide	20th Century Fox	Chronicles-of-Narnia-The-Voyage-of-the-Dawn-Treader-The	2010	115	1	24005069	3555	3555	21848	2675779	35951406	560805	10883880	Fantasy	Based on Fiction Book/Short Story	Animation/Live Action	Adventure	155000000	104386950	313800000	111437198	Chronicles of Narnia	18118240	PG	for some frightening images and sequences of fantasy action.	Walden Media	Walden Media	Fox 2000 Pictures	980970	82169		6.4	84650
121340100	Crazy on the Outside	2010-01-08	Wide	Freestyle Releasing	Crazy-on-the-Outside	2009		0	64438	74	74	74	302024	3445952	14036	378114	Contemporary Fiction	Original Screenplay	Live Action	Comedy	0	88335	0	94374		9610364	PG-13	For sexual content and language				1196134	82009		5.6	4443
121460100	Kick-Ass	2010-04-16	Wide	Lionsgate	Kick-Ass	2010	117	0	19828687	3065	3065	12066	1331109	23755925	899163	14387429	Contemporary Fiction	Based on Comic/Graphic Novel	Live Action	Black Comedy	28000000	48071303	49459831	51361351	Kick-Ass	31889863	R	for strong brutal violence throughout, pervasive language, sexual content, nudity and some drug use - some involving children	Lionsgate	MARV Films	Plan B Entertainment	1250777	76251		7.8	361820
121650100	Unstoppable	2010-11-12	Wide	20th Century Fox	Unstoppable	2010	98	0	22688457	3207	3261	20351	2113914	31465046	489393	9891137	Dramatization	Based on Real Life Events	Live Action	Action	95000000	81562942	87948667	87133905		24618543	PG-13	for sequences of action and peril, and some language.	Big Screen Prods	Ingenious Media	Scott Free Films	477080	81782		6.8	125177
121680100	When in Rome	2010-01-29	Wide	Walt Disney	When-in-Rome	2010		0	12350041	2456	2456	10848	592811	9449490	48355	1064158	Contemporary Fiction	Original Screenplay	Live Action	Romantic Comedy	0	32680633	11116304	34917330		25108658	PG-13	For some suggestive content				1185416	74154		5.5	42814
121730100	The Book of Eli	2010-01-15	Wide	Warner Bros.	Book-of-Eli-The	2010	118	0	32789494	3111	3111	18124	2429785	42702508	714691	18264566	Science Fiction	Original Screenplay	Live Action	Action	80000000	94835059	63915758	101325675		39245185	R	For some brutal violence and language	Alcon Entertainment	Silver Pictures		1037705	73321		6.9	187810
121810100	Clash of the Titans	2010-04-01	Wide	Warner Bros.	Clash-of-the-Titans-(2010)	2010	106	0	61235105	3777	3802	22766	2003153	31285351	942661	20269434	Fantasy	Remake	Live Action	Action	125000000	163214888	330000000	174385492	Clash of the Titans	32042821	PG-13	for fantasy action violence, some frightening images and brief sensuality	Legendary Pictures	Warner Bros.	Thunder Road Film	800320	76175		5.8	198817
121880100	Prince of Persia: Sands of Time	2010-05-28	Wide	Walt Disney	Prince-of-Persia-Sands-of-Time	2010	115	0	30095259	3646	3646	17024	2070799	36487511	567453	14882264	Fantasy	Based on Game	Live Action	Action	200000000	90759676	223834921	96971361		37335790	PG-13	For intense sequences of violence and action	Walt Disney Pictures	Jerry Bruckheimer		473075	78105		6.6	183884
122040100	Avatar	2009-12-18	Wide	20th Century Fox	Avatar	2009	162	0	77025481	3452	3461	45631	11859165	231952106	7298539	161164696	Science Fiction	Original Screenplay	Animation/Live Action	Action	425000000	760507625	2023411357	832120706	Avatar	53980862	PG-13	for intense epic battle sequences and warfare, sensuality, language and some smoking.	Dune Entertainment	20th Century Fox	Ingenious Film Partners	499549	72998		7.9	724054
122480100	Takers	2010-08-27	Wide	Sony Pictures	Takers	2009	107	0	20512304	2206	2206	12228	1181682	18591422	231057	4698387	Contemporary Fiction	Original Screenplay	Live Action	Drama	32000000	57744720	12842548	61696826		29549041	PG-13	For intense sequences of violence and action, a sexual situation/partial nudity and some language	Screen Gems	Rainforest Films	Grand Hustle Films	1135084	87785		6.2	40565
122570100	Kung Fu Panda 2	2011-05-26	Wide	Paramount Pictures	Kung-Fu-Panda-2	2011	90	1	47656302	3925	3952	22353	2416260	38523328	859861	20486514	Kids Fiction	Original Screenplay	Digital Animation	Adventure	150000000	165249063	499588484	175668294	Kung Fu Panda	13556486	PG	for sequences of martial arts action and mild violence.	DreamWorks Animation			1302011	87222		7.3	134624
122820100	Old Dogs	2009-11-25	Wide	Walt Disney	Old-Dogs	2009		0	16894511	3425	3425	15560	1457402	25135658	109274	2859783	Contemporary Fiction	Original Screenplay	Live Action	Comedy	35000000	49492060	45612244	55503929		11057321	PG	for some mild rude humor				976238	72696		5.3	27877
123090100	Hugo	2011-11-23	Wide	Paramount Pictures	Hugo	2011	126	0	11364505	1277	2608	17898	1205249	19212636	642704	14903647	Fantasy	Based on Fiction Book/Short Story	Animation/Live Action	Adventure	180000000	73864507	106183277	78427426		22512691	PG	for mild thematic material, some action/peril and smoking	GK Films	Infinitum Nihil		970179	90866		7.6	208663
123120100	The Boat That Rocked	2009-11-13	Wide	Focus Features	Boat-That-Rocked-The	2009		0	2904380	882	883	3238	308429	4154913	41068	656428	Historical Fiction	Original Screenplay	Live Action	Comedy	50000000	8017467	29455184	9010330		13000876	R	for language, and some sexual content including brief nudity	Working Title Films			1131729	68073	566	7.5	25871
